GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022300264,1610612746,LAC,LA,202331,Paul George,Paul,F,,39.000000:52,7.0,18.0,0.389,4.0,9.0,0.444,1.0,2.0,0.5,0.0,3.0,3.0,7.0,0.0,0.0,1.0,1.0,19.0,14.0
0022300264,1610612746,LAC,LA,202695,Kawhi Leonard,Kawhi,F,,36.000000:46,14.0,18.0,0.778,2.0,3.0,0.667,4.0,6.0,0.667,0.0,9.0,9.0,3.0,1.0,2.0,0.0,2.0,34.0,20.0
0022300264,1610612746,LAC,LA,1627826,Ivica Zubac,Ivica,C,,30.000000:26,7.0,12.0,0.583,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,3.0,0.0,3.0,0.0,1.0,14.0,23.0
0022300264,1610612746,LAC,LA,1629611,Terance Mann,Terance,G,,31.000000:19,8.0,12.0,0.667,1.0,3.0,0.333,1.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,18.0,12.0
0022300264,1610612746,LAC,LA,201935,James Harden,James,G,,38.000000:37,8.0,14.0,0.571,5.0,8.0,0.625,5.0,5.0,1.0,1.0,2.0,3.0,6.0,5.0,0.0,2.0,4.0,26.0,19.0
0022300264,1610612746,LAC,LA,201566,Russell Westbrook,Russell,,,19.000000:10,2.0,6.0,0.333,0.0,1.0,0.0,5.0,6.0,0.833,1.0,4.0,5.0,8.0,1.0,0.0,1.0,2.0,9.0,-3.0
0022300264,1610612746,LAC,LA,1626181,Norman Powell,Norman,,,13.000000:06,1.0,6.0,0.167,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
0022300264,1610612746,LAC,LA,1628464,Daniel Theis,Daniel,,,17.000000:15,2.0,5.0,0.4,0.0,0.0,0.0,1.0,2.0,0.5,3.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,-12.0
0022300264,1610612746,LAC,LA,1641738,Kobe Brown,Kobe,,,10.000000:53,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,-3.0
0022300264,1610612746,LAC,LA,1629599,Amir Coffey,Amir,,,1.000000:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
