TEAM_NAME,TEAM_PTS,TEAM_VIC,B_PM_NAME,B_PM_PTS,B_PM_REB,B_PM_AST,B_PM_PM,B_PM_MIN,W_PM_NAME,W_PM_PTS,W_PM_REB,W_PM_AST,W_PM_PM,W_PM_MIN,B_GS_NAME,B_GS_PTS,B_GS_REB,B_GS_AST,B_GS_GS,B_GS_MIN,W_GS_NAME,W_GS_PTS,W_GS_REB,W_GS_AST,W_GS_GS,W_GS_MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT
ATL,97,False,Garrison Mathews,0.0,0.0,0.0,5.0,16.0,Saddiq Bey,14.0,4.0,1.0,-28.0,31.0,De'Andre Hunter,21.0,3.0,1.0,16.0,28.0,Garrison Mathews,0.0,0.0,0.0,-1.5,16.0,0.455,0.225,0.162,0.278
CHA,122,True,Miles Bridges,17.0,5.0,4.0,33.0,34.0,Seth Curry,9.0,0.0,1.0,-8.0,17.0,Tre Mann,21.0,8.0,6.0,22.3,29.0,Davis Bertans,3.0,1.0,1.0,1.2,13.0,0.579,0.225,0.132,0.267
