TEAM_NAME,TEAM_PTS,TEAM_VIC,B_PM_NAME,B_PM_PTS,B_PM_REB,B_PM_AST,B_PM_PM,B_PM_MIN,W_PM_NAME,W_PM_PTS,W_PM_REB,W_PM_AST,W_PM_PM,W_PM_MIN,B_GS_NAME,B_GS_PTS,B_GS_REB,B_GS_AST,B_GS_GS,B_GS_MIN,W_GS_NAME,W_GS_PTS,W_GS_REB,W_GS_AST,W_GS_GS,W_GS_MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT
CHI,105,False,Andre Drummond,10.0,15.0,0.0,8.0,28.0,Nikola Vucevic,9.0,8.0,1.0,-11.0,39.0,Coby White,32.0,7.0,4.0,24.8,39.0,Nikola Vucevic,9.0,8.0,1.0,0.1,39.0,0.542,0.205,0.155,0.196
CLE,108,True,Jarrett Allen,13.0,10.0,3.0,9.0,35.0,Max Strus,7.0,3.0,3.0,-8.0,29.0,Donovan Mitchell,30.0,6.0,7.0,26.4,38.0,Georges Niang,11.0,2.0,0.0,1.1,24.0,0.554,0.253,0.085,0.133
