TEAM_NAME,TEAM_PTS,TEAM_VIC,B_PM_NAME,B_PM_PTS,B_PM_REB,B_PM_AST,B_PM_PM,B_PM_MIN,W_PM_NAME,W_PM_PTS,W_PM_REB,W_PM_AST,W_PM_PM,W_PM_MIN,B_GS_NAME,B_GS_PTS,B_GS_REB,B_GS_AST,B_GS_GS,B_GS_MIN,W_GS_NAME,W_GS_PTS,W_GS_REB,W_GS_AST,W_GS_GS,W_GS_MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT
SAC,94,True,De'Aaron Fox,30.0,8.0,8.0,12.0,42.0,Keegan Murray,6.0,5.0,1.0,-6.0,34.0,De'Aaron Fox,30.0,8.0,8.0,25.2,42.0,Malik Monk,6.0,3.0,3.0,-2.5,29.0,0.489,0.213,0.147,0.196
DEN,90,False,Reggie Jackson,12.0,5.0,9.0,3.0,29.0,Michael Porter Jr.,19.0,4.0,2.0,-10.0,37.0,Aaron Gordon,25.0,15.0,2.0,20.8,33.0,Collin Gillespie,3.0,3.0,1.0,-0.1,18.0,0.444,0.247,0.122,0.218
