TEAM_NAME,TEAM_PTS,TEAM_VIC,B_PM_NAME,B_PM_PTS,B_PM_REB,B_PM_AST,B_PM_PM,B_PM_MIN,W_PM_NAME,W_PM_PTS,W_PM_REB,W_PM_AST,W_PM_PM,W_PM_MIN,B_GS_NAME,B_GS_PTS,B_GS_REB,B_GS_AST,B_GS_GS,B_GS_MIN,W_GS_NAME,W_GS_PTS,W_GS_REB,W_GS_AST,W_GS_GS,W_GS_MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT
DET,92,False,Mike Muscala,3,3,2,25.0,14.0,James Wiseman,3,2,0,-28.0,12.0,Shake Milton,13,9,2,12.6,22.0,Jaden Ivey,2,0,0,-4.4,14.0,0.434,0.222,0.17,0.246
PHX,99,True,Royce O'Neale,9,7,3,37.0,23.0,Josh Okogie,2,2,0,3.0,18.0,Kevin Durant,25,6,6,22.1,29.0,Josh Okogie,2,2,0,2.2,18.0,0.519,0.571,0.216,0.196
